tract,cbsa,cbsaname,cbsapop,cbsasamp1,cbsasamp2,cbsasamp3,nwhite,nblack,nhisp,nasian,povyes,povno,edlow,edhs,edsome,edba,owner,renter,twoparent,singparent,nokids,age0017,age1859,age60up,race_pop,pr_white,pr_black,pr_hisp,pr_asian,pov_pop,pr_pov,singpar_pop,pr_singpar,age_pop,pr_adult_nohs,hsplus
6001443103,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,525,34,97,3296,616,4069,134,158,306,2726,1062,104,499,126,449,945,2418,666,3952,0.13284413,0.008603239,0.024544534,0.834008097,4685,0.131483458,1074,0.117318436,3084,0.043450065,3190
6013321101,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,4418,377,992,562,271,5802,466,758,1553,1875,1888,598,450,200,1891,1387,3557,1605,6349,0.695857615,0.05937943,0.156245078,0.088517877,6073,0.044623744,2541,0.07870917,5162,0.090275087,4186
6075020500,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1999,56,192,240,177,2250,57,157,446,1473,548,777,70,38,1225,200,1973,410,2487,0.803779654,0.022517089,0.077201448,0.096501809,2427,0.072929543,1333,0.028507127,2383,0.023919429,2076
6013355304,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,5990,173,755,638,173,7549,158,575,1710,2946,2586,445,906,129,1811,1874,4357,1600,7556,0.792747485,0.022895712,0.099920593,0.08443621,7722,0.022403522,2846,0.045326774,5957,0.026523418,5231
6001440332,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,275,133,207,2580,61,3278,189,256,404,1259,792,74,515,54,315,957,1960,393,3195,0.086071987,0.041627543,0.064788732,0.807511737,3339,0.018268943,884,0.061085973,2353,0.080322992,1919
6001450400,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3282,178,1257,1024,276,5453,225,1160,1256,1035,1478,563,650,196,993,1493,3616,859,5741,0.571677408,0.031005051,0.218951402,0.178366138,5729,0.048175947,1839,0.106579663,4475,0.05027933,3451
6075026002,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,928,153,1187,1215,770,3365,988,1323,530,784,719,236,238,57,678,555,1964,1025,3483,0.26643698,0.043927649,0.340798163,0.348837209,4135,0.186215236,973,0.058581706,2989,0.330545333,2637
6001437400,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,630,173,1902,628,503,2932,825,618,521,131,772,153,302,115,455,926,1982,500,3333,0.189018902,0.051905191,0.570657066,0.188418842,3435,0.14643377,872,0.131880734,2482,0.332393231,1270
6013371000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1261,829,2248,821,496,4507,545,914,1018,990,1096,784,433,151,1363,1277,3193,846,5159,0.244427215,0.160690056,0.435743361,0.159139368,5003,0.099140516,1947,0.077555213,4039,0.13493439,2922
6001441602,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1847,431,1680,2549,266,6487,793,1128,848,1682,1244,975,803,231,1164,1705,4193,904,6507,0.283848164,0.066236361,0.258183495,0.391731981,6753,0.039389901,2198,0.105095541,5097,0.155581715,3658
6001431200,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2778,687,1316,709,749,4321,249,1129,1236,1164,1366,1165,302,167,1953,996,3347,1284,5490,0.506010929,0.125136612,0.239708561,0.129143898,5070,0.147731755,2422,0.06895128,4631,0.053768085,3529
6041131100,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,881,26,68,45,29,896,0,61,178,505,238,171,80,18,300,180,596,262,1020,0.86372549,0.025490196,0.066666667,0.044117647,925,0.031351351,398,0.045226131,858,0,744
6081606100,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1265,130,1753,950,356,3921,523,764,872,800,791,558,323,149,873,1070,2604,572,4098,0.308687164,0.031722792,0.427769644,0.2318204,4277,0.083235913,1345,0.110780669,3176,0.164672544,2436
6001441927,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,835,247,484,2380,270,3117,65,461,545,1506,536,1187,292,153,1077,796,2736,571,3946,0.21160669,0.062595033,0.122655854,0.603142423,3387,0.079716563,1522,0.100525624,3307,0.019655277,2512
6013361000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1638,749,920,992,440,3849,326,747,952,997,1108,590,282,298,1059,914,2655,906,4299,0.381018842,0.174226564,0.214003257,0.230751338,4289,0.102588016,1639,0.181818182,3561,0.091547318,2696
6001407800,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,817,861,424,255,216,1681,387,250,664,411,483,232,87,150,518,353,1732,340,2357,0.346627068,0.365294866,0.17988969,0.108188375,1897,0.113863996,755,0.198675497,2072,0.186776062,1325
6001441524,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,429,103,159,3189,151,3879,204,126,517,1663,799,499,746,54,535,1323,2376,311,3880,0.11056701,0.026546392,0.040979381,0.821907216,4030,0.037468983,1335,0.040449438,2687,0.075921102,2306
6013307204,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1729,428,1721,302,395,3648,523,887,857,252,976,320,383,144,753,1097,2465,738,4180,0.413636364,0.102392344,0.411722488,0.072248804,4043,0.097699728,1280,0.1125,3203,0.163284421,1996
6081600100,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2268,133,874,1407,247,4346,295,609,1000,1653,1308,726,303,94,1531,949,3121,784,4682,0.484408372,0.028406664,0.186672362,0.300512601,4593,0.053777487,1928,0.048755187,3905,0.075544174,3262
6081602800,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1302,279,826,2007,112,4164,390,595,1306,1003,1028,447,280,119,1083,896,2721,905,4414,0.294970548,0.063207975,0.187131853,0.454689624,4276,0.026192703,1482,0.080296896,3626,0.107556536,2904
6001444200,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1900,299,2320,1741,137,5980,684,1219,942,1128,1463,464,608,250,1050,1647,3848,1004,6260,0.303514377,0.047763578,0.370607029,0.278115016,6117,0.0223966,1908,0.131027254,4852,0.140972795,3289
6075015200,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2363,170,262,1000,401,3299,151,348,500,2236,541,1889,155,42,2174,243,2591,1100,3795,0.622661397,0.044795784,0.069038208,0.263504611,3700,0.108378378,2371,0.017714045,3691,0.040910322,3084
6001404300,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2372,186,170,379,39,3158,38,201,203,2034,1081,256,340,48,948,664,1705,849,3107,0.763437399,0.059864821,0.054715159,0.12198262,3197,0.012198937,1336,0.035928144,2554,0.014878622,2438
6075031100,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2641,250,1112,1986,391,6650,558,691,1079,3225,1569,893,632,69,1823,931,4020,1242,5989,0.440975121,0.041743196,0.185673735,0.331607948,7041,0.055531885,2524,0.027337559,5262,0.10604333,4995
6013308001,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3548,922,2179,422,1234,6128,771,1296,1707,751,1699,709,550,536,1192,1790,4152,1287,7071,0.501767784,0.130391741,0.308160091,0.059680385,7362,0.167617495,2278,0.235294118,5439,0.141753999,3754
6013355306,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3999,64,487,218,158,4620,62,523,1224,1548,1626,167,462,117,1188,1139,2581,1202,4768,0.838716443,0.013422819,0.102139262,0.045721477,4778,0.033068229,1767,0.066213922,3783,0.016389109,3295
6075031000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1724,121,371,1157,383,2857,192,296,781,1115,1060,211,219,112,911,628,1981,885,3373,0.511117699,0.03587311,0.109991106,0.343018085,3240,0.118209877,1242,0.090177134,2866,0.066992324,2192
6013313203,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,905,309,1278,597,114,3138,486,619,540,248,757,189,420,67,447,784,2032,406,3089,0.292975073,0.100032373,0.413726125,0.193266429,3252,0.035055351,934,0.071734475,2438,0.199343724,1407
6081607200,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1894,118,1063,999,326,3868,349,638,829,1412,375,1390,326,77,1292,752,2711,734,4074,0.464899362,0.028964163,0.260922926,0.245213549,4194,0.077730091,1695,0.045427729,3445,0.101306241,2879
6001441923,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1057,262,953,3063,222,4613,442,779,544,2139,127,1910,627,122,1173,1255,3437,913,5335,0.198125586,0.049109653,0.178631678,0.574133083,4835,0.045915202,1922,0.063475546,4350,0.101609195,3462
6075016500,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3379,415,462,641,505,4199,208,293,684,2760,596,1748,200,86,1978,509,3809,765,4897,0.690014294,0.084745763,0.094343476,0.130896467,4704,0.107355442,2264,0.037985866,4574,0.045474421,3737
6001408300,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1000,2034,676,374,1090,3931,387,801,1162,903,1105,548,244,306,1311,858,2583,726,4084,0.244857982,0.498041136,0.165523996,0.091576885,5021,0.217088229,1861,0.164427727,3309,0.116953762,2866
6001433103,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,513,917,1409,641,792,2937,569,706,534,478,314,1128,323,249,946,914,2214,402,3480,0.147413793,0.263505747,0.404885057,0.184195402,3729,0.212389381,1518,0.164031621,2616,0.217507645,1718
6001400900,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,713,1091,307,134,237,2229,240,178,591,690,372,647,45,202,876,422,1541,339,2245,0.317594655,0.48596882,0.13674833,0.059688196,2466,0.096107056,1123,0.179875334,1880,0.127659574,1459
6013367200,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,510,884,2360,1346,733,4185,1000,724,685,629,855,650,497,224,799,1383,3154,634,5100,0.1,0.173333333,0.462745098,0.263921569,4918,0.149044327,1520,0.147368421,3788,0.263991552,2038
6081602500,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,862,262,480,3364,39,4775,178,477,1299,1579,1274,213,402,57,973,958,2923,1211,4968,0.173510467,0.05273752,0.096618357,0.677133655,4814,0.008101371,1432,0.039804469,4134,0.043057571,3355
6081609603,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,4151,62,387,553,431,4955,214,515,963,2424,1870,240,536,31,1468,1112,2798,1408,5153,0.805550165,0.012031826,0.075101882,0.107316127,5386,0.08002228,2035,0.015233415,4206,0.050879696,3902
6001425103,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1051,498,245,615,303,2052,141,196,348,1125,514,762,131,88,987,329,1970,203,2409,0.436280614,0.206724782,0.101701951,0.255292653,2355,0.12866242,1206,0.072968491,2173,0.064887253,1669
6013352101,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2118,137,321,427,99,1975,9,109,264,1192,755,64,234,16,531,496,1966,679,3003,0.705294705,0.045621046,0.106893107,0.142191142,2074,0.047733848,781,0.020486556,2645,0.003402647,1565
6001451506,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1604,175,1061,221,667,2268,107,288,642,488,495,578,241,237,475,933,1865,340,3061,0.524011761,0.057170859,0.346618752,0.072198628,2935,0.22725724,953,0.248688353,2205,0.048526077,1418
6001407300,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,342,354,1639,239,674,1833,654,437,255,207,221,517,211,193,331,659,1698,241,2574,0.132867133,0.137529138,0.636752137,0.092851593,2507,0.268847228,735,0.262585034,1939,0.337287261,899
6001440308,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,908,332,1899,2557,606,5816,421,1273,1118,1431,999,952,626,238,1117,1266,3304,1313,5696,0.159410112,0.058286517,0.333391854,0.448911517,6422,0.094363127,1981,0.120141343,4617,0.091184752,3822
6001428000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1027,279,523,980,817,2476,198,412,594,937,201,1128,227,192,919,566,1975,387,2809,0.365610538,0.099323603,0.186187255,0.348878604,3293,0.248102035,1338,0.143497758,2362,0.083827265,1943
6081606400,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3028,113,500,1013,183,4568,113,584,972,2228,884,1756,373,80,2162,676,2665,1479,4654,0.65062312,0.024280189,0.107434465,0.217662226,4751,0.038518207,2615,0.030592734,4144,0.02726834,3784
6001404700,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1395,180,117,186,52,1974,21,164,326,1055,713,97,188,34,602,400,1077,477,1878,0.742811502,0.095846645,0.062300319,0.099041534,2026,0.025666338,824,0.041262136,1554,0.013513514,1545
6075015700,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,4154,444,821,2083,870,4929,263,464,841,2823,840,1735,224,133,2088,578,6292,962,7502,0.553719008,0.059184218,0.109437483,0.277659291,5799,0.150025867,2445,0.054396728,7254,0.036255859,4128
6041106001,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2752,180,602,399,199,3538,264,321,1187,1551,926,1048,113,179,1864,567,2409,1072,3933,0.699720315,0.04576659,0.153063819,0.101449275,3737,0.053251271,2156,0.083024119,3481,0.075840276,3059
6075021100,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2886,67,350,388,253,3966,95,171,403,2904,809,1054,139,89,1833,536,2712,605,3691,0.781901924,0.018152262,0.094825251,0.105120564,4219,0.059966817,2061,0.043182921,3317,0.028640338,3478
6081606200,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,951,567,5053,1381,969,6602,1768,820,1052,1075,727,1480,636,314,1300,1936,5322,849,7952,0.119592555,0.071302817,0.635437626,0.173667002,7571,0.127988377,2250,0.139555556,6171,0.286501377,2947
6081612000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,234,1008,5332,677,1848,5373,1598,1473,938,259,803,737,482,337,811,2392,4274,661,7251,0.032271411,0.139015308,0.735346849,0.093366432,7221,0.255920233,1630,0.206748466,4935,0.323809524,2670
6075017802,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2132,524,646,1074,1379,2418,483,429,784,1359,567,1647,127,66,1329,327,3651,538,4376,0.487202925,0.119744059,0.1476234,0.245429616,3797,0.363181459,1522,0.043363995,4189,0.115301981,2572
6001428301,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2533,296,532,2828,414,5944,486,711,1220,2112,1887,550,609,195,1537,1524,3636,1366,6189,0.409274519,0.047826789,0.085958959,0.456939732,6358,0.065114816,2341,0.083297736,5002,0.097161136,4043
6001427100,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2458,104,340,544,94,3374,151,516,644,1402,1004,387,365,112,889,848,1911,887,3446,0.713290772,0.030179919,0.098665119,0.15786419,3468,0.02710496,1366,0.081991215,2798,0.053967119,2562
6001432200,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1643,919,1007,442,219,3173,319,478,864,913,772,909,184,180,1128,820,2204,1056,4011,0.409623535,0.22911992,0.251059586,0.110196958,3392,0.064563679,1492,0.120643432,3260,0.097852761,2255
6075015600,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1498,95,193,824,301,2478,73,140,474,1134,425,847,167,94,968,328,1933,467,2610,0.57394636,0.036398467,0.07394636,0.315708812,2779,0.108312343,1229,0.076484947,2400,0.030416667,1748
6013339002,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3750,184,705,748,241,4962,252,592,845,2288,892,2221,285,201,2290,668,3929,977,5387,0.69612029,0.034156302,0.130870614,0.138852794,5203,0.046319431,2776,0.07240634,4906,0.051365675,3725
6001442000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,706,33,115,2243,88,3369,36,108,363,1673,926,71,568,30,453,830,1825,557,3097,0.227962544,0.010655473,0.037132709,0.724249273,3457,0.025455597,1051,0.028544244,2382,0.01511335,2144
6001443001,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,826,104,1025,912,230,3173,246,780,477,415,615,180,387,136,304,758,1802,357,2867,0.288106034,0.036274852,0.357516568,0.318102546,3403,0.067587423,827,0.164449819,2159,0.11394164,1672
6075013500,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1885,76,163,362,265,2452,60,88,234,1984,370,1252,108,31,1632,226,1841,489,2486,0.758246179,0.030571199,0.065567176,0.145615447,2717,0.097534045,1771,0.017504235,2330,0.025751073,2306
6001436000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1680,170,1827,769,299,4178,447,959,1037,494,1182,254,369,178,831,1115,2668,774,4446,0.377867746,0.038236617,0.410931174,0.172964462,4477,0.066785794,1378,0.129172714,3442,0.129866357,2490
6013355111,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1905,1436,1762,1050,862,5490,387,743,1748,891,1408,434,659,257,954,1923,3819,601,6153,0.309605071,0.23338209,0.286364375,0.170648464,6352,0.13570529,1870,0.137433155,4420,0.087556561,3382
6001430600,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3089,315,823,1464,194,5519,296,1033,1272,1655,1753,348,581,135,1396,1310,3305,1272,5691,0.542786856,0.055350554,0.144614303,0.257248287,5713,0.03395764,2112,0.063920455,4577,0.064671182,3960
6001410100,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,233,1542,427,157,410,2368,328,227,600,317,555,344,155,294,508,589,1424,393,2359,0.098770666,0.653666808,0.181008902,0.066553624,2778,0.147588193,957,0.307210031,1817,0.180517336,1144
6001437702,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,241,376,2971,576,1858,2256,613,775,316,166,72,958,153,465,312,1481,2568,207,4164,0.057877041,0.090297791,0.713496638,0.13832853,4114,0.451628585,930,0.5,2775,0.220900901,1257
6081609201,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2626,40,422,350,96,3471,157,486,625,1348,902,679,484,42,1045,811,2061,702,3438,0.763816172,0.011634671,0.122745782,0.101803374,3567,0.026913373,1571,0.026734564,2763,0.056822295,2459
6001450603,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2984,83,519,894,92,4398,88,549,718,1415,1316,199,618,46,723,1314,2565,778,4480,0.666071429,0.018526786,0.115848214,0.199553571,4490,0.020489978,1387,0.033165105,3343,0.026323661,2682
6013303103,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,4745,761,4476,563,713,8552,1005,1504,1727,1146,2047,1251,1213,403,1403,3419,6224,1169,10545,0.449976292,0.072166904,0.424466572,0.053390232,9265,0.076956287,3019,0.13348791,7393,0.135939402,4377
6075980600,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,41,279,60,85,22,283,0,45,110,54,99,55,38,0,87,110,283,74,465,0.088172043,0.6,0.129032258,0.182795699,305,0.072131148,125,0,357,0,209
6081601603,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,761,192,661,4056,138,5825,421,682,1544,1765,1195,684,562,148,1085,1008,3385,1407,5670,0.134215168,0.033862434,0.116578483,0.715343915,5963,0.023142713,1795,0.082451253,4792,0.087854758,3991
6081611000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3014,130,1913,479,105,5317,319,912,956,1686,1029,1220,564,176,1457,1245,3486,976,5536,0.544436416,0.023482659,0.345556358,0.086524566,5422,0.019365548,2197,0.08010924,4462,0.071492604,3554
6013320004,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,4082,263,932,694,379,5482,172,939,1679,1341,1606,884,568,353,1549,1407,3962,847,5971,0.683637582,0.044046223,0.156087757,0.116228437,5861,0.064664733,2470,0.14291498,4809,0.035766272,3959
6001444500,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1282,407,2672,2108,1047,4921,837,1124,1081,1003,906,1031,564,154,1114,1832,4118,746,6469,0.198175916,0.062915443,0.413046839,0.325861802,5968,0.175435657,1832,0.084061135,4864,0.172080592,3208
6075016900,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2096,120,289,297,199,3148,105,258,681,1967,455,1134,50,59,1636,183,2371,370,2802,0.748037116,0.042826552,0.103140614,0.105995717,3347,0.059456229,1745,0.033810888,2741,0.038307187,2906
6075061100,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,204,118,91,3873,1733,2631,2165,771,345,220,78,2057,218,87,1826,527,2036,1744,4286,0.047596827,0.027531498,0.021231918,0.903639757,4364,0.397112741,2131,0.040825903,3780,0.572751323,1336
6041116000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2696,44,165,70,172,2711,36,328,542,1180,871,437,257,172,815,720,1765,585,2975,0.906218487,0.014789916,0.055462185,0.023529412,2883,0.059660076,1244,0.138263666,2350,0.015319149,2050
6075020401,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2153,68,211,322,164,2486,27,114,407,1791,731,860,59,45,1426,187,2194,465,2754,0.781771968,0.024691358,0.076615832,0.116920842,2650,0.061886792,1530,0.029411765,2659,0.010154193,2312
6075012800,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3385,47,197,377,168,3832,13,271,435,2648,718,1645,155,59,2082,440,2825,841,4006,0.844982526,0.011732401,0.049176236,0.094108837,4000,0.042,2296,0.025696864,3666,0.003546099,3354
6001402900,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,337,313,137,627,293,743,152,213,233,274,6,915,31,31,695,83,939,412,1414,0.238330976,0.22135785,0.09688826,0.443422914,1036,0.282818533,757,0.040951123,1351,0.112509252,720
6001433300,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1864,320,1707,2750,684,6069,768,1527,1259,986,1718,437,529,226,1295,1529,3858,1447,6641,0.28068062,0.048185514,0.257039602,0.414094263,6753,0.101288316,2050,0.110243902,5305,0.144769086,3772
6001428200,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3388,302,617,1670,386,5746,384,725,1122,2219,1502,1113,589,125,1827,1333,3570,1356,5977,0.566839552,0.05052702,0.103229045,0.279404383,6132,0.062948467,2541,0.049193231,4926,0.077953715,4066
6013374000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,862,912,2265,383,1389,3796,904,850,1113,608,871,841,444,185,1108,1086,2690,730,4422,0.194934419,0.20624152,0.512211669,0.086612393,5185,0.267888139,1737,0.106505469,3420,0.264327485,2571
6013345112,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3186,270,520,2288,328,5097,95,429,1186,2093,1364,1023,674,172,1251,1892,3886,735,6264,0.50862069,0.043103448,0.083014049,0.365261814,5425,0.060460829,2097,0.082021936,4621,0.020558321,3708
6041113000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3210,64,236,47,228,3921,156,304,697,1839,1139,487,389,107,993,658,2016,982,3557,0.902445881,0.01799269,0.066348046,0.013213382,4149,0.054953001,1489,0.071860309,2998,0.05203469,2840
6013310000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,799,1136,3028,561,1150,4368,768,1071,925,295,837,776,471,444,607,1792,3369,480,5524,0.144641564,0.205648081,0.548153512,0.101556843,5518,0.208408844,1522,0.291721419,3849,0.199532346,2291
6001409300,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,146,1707,3143,192,1347,4061,1379,911,703,249,621,842,307,334,852,1546,3043,640,5188,0.028141866,0.329028527,0.605821126,0.037008481,5408,0.249075444,1493,0.22371065,3683,0.374423025,1863
6013306004,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1543,534,1009,145,822,2434,488,581,734,372,570,568,310,152,679,858,1887,579,3231,0.477561127,0.165273909,0.312287218,0.044877747,3256,0.252457002,1141,0.133216477,2466,0.197891322,1687
6075012302,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1307,272,372,1017,612,1442,93,308,515,795,4,2094,0,0,1689,110,2524,439,2968,0.440363881,0.091644205,0.125336927,0.342654987,2054,0.297955209,1689,0,2963,0.031387108,1618
6075032801,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1275,58,248,2571,488,4021,783,583,730,1626,801,636,329,37,994,620,2548,1070,4152,0.307080925,0.013969171,0.05973025,0.619219653,4509,0.108227988,1360,0.027205882,3618,0.21641791,2939
6075012100,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,1922,229,497,1022,693,2353,116,364,643,1292,99,2095,53,14,1997,134,3295,404,3670,0.523705722,0.06239782,0.135422343,0.278474114,3046,0.22751149,2064,0.006782946,3699,0.031359827,2299
6075021000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,2619,110,914,430,513,3999,242,201,470,2756,476,1529,225,140,1708,401,3267,528,4073,0.643014977,0.02700712,0.224404616,0.105573288,4512,0.113696809,2073,0.067534973,3795,0.063768116,3427
6001406201,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,142,758,2285,1436,2066,3513,1456,837,540,289,285,1015,360,431,604,1289,2928,432,4621,0.030729279,0.164033759,0.494481714,0.310755248,5579,0.370317261,1395,0.308960573,3360,0.433333333,1666
6001450602,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,5246,176,785,2178,288,8255,163,586,1804,3234,2304,886,1005,216,1989,2297,4987,1438,8385,0.625641026,0.020989863,0.093619559,0.259749553,8543,0.033711811,3210,0.06728972,6425,0.02536965,5624
6001451503,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3678,136,1228,425,237,5233,298,1026,1242,1144,1361,693,562,215,1235,1402,3330,928,5467,0.672763856,0.024876532,0.22462045,0.077739162,5470,0.043327239,2012,0.106858847,4258,0.069985909,3412
6075021500,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3344,93,978,540,151,5063,151,419,760,2855,1027,1422,302,159,1960,716,3684,696,4955,0.674873865,0.01876892,0.197376387,0.108980827,5214,0.028960491,2421,0.065675341,4380,0.034474886,4034
6041111000,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,3705,236,1390,354,286,5014,287,388,1164,2023,765,1880,463,131,2168,890,4043,919,5685,0.65171504,0.041512753,0.244503078,0.062269129,5300,0.053962264,2762,0.047429399,4962,0.057839581,3575
6001400600,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,671,659,126,81,246,1403,104,146,224,735,268,422,117,73,511,224,1148,199,1537,0.436564736,0.428757319,0.081977879,0.052700065,1649,0.149181322,701,0.104136947,1347,0.077208612,1105
6075023001,41860,"San Francisco-Oakland-Fremont, CA CBSA",4335391,1,1,0,284,781,785,3341,1283,4092,994,1189,879,439,939,373,203,282,853,983,3159,1074,5191,0.054710075,0.150452707,0.151223271,0.643613947,5375,0.238697674,1338,0.210762332,4233,0.234821639,2507
