"","lon","lat"
"853",-83.1761896,42.5464956
"854",-83.0479768,42.5878594
"855",-86.2455839,43.2146937
"856",-83.0479768,42.5878594
"857",-83.0094988,42.6791058
"858",-83.191074,42.63552
"859",-83.3527097,42.36837
"860",-83.1820241,42.5608926
"861",-84.490689,42.6318848
"862",-83.1679149,42.2700845
"863",-83.1679149,42.2700845
"864",-83.1679149,42.2700845
"865",-83.1679149,42.2700845
"866",-83.690071,41.740754
"867",-83.3527097,42.36837
"868",-83.6287841,43.0350146
"869",-83.9508068,43.4194699
"870",-84.5555347,42.732535
"871",-83.641921,42.978711
"872",-83.2572332,42.1261157
"873",-84.5062792,42.7363641
"874",-83.375094,42.190439
"875",-95.712891,37.09024
"876",-85.5617605,42.8384513
"877",-84.1550643,42.9831227
"878",-85.9630174,43.462461
"879",-83.0316901,42.5880042
"880",-83.0457538,42.331427
"881",-88.5714634,47.1265332
"882",-83.201823,42.469102
"883",-83.0457538,42.331427
"884",-85.7051116,42.2152042
"885",-103.5082588,44.4157391
"886",-83.2820015,42.6603989
"887",-83.7165927,42.9861424
"888",-83.2970025,42.2101192
"889",-83.6874562,43.0125274
"890",-83.217634,42.65279
"891",-83.3965994,42.2222614
"892",-83.4327859,42.2419935
"893",-83.0489586,42.5546242
"894",-83.3091491,42.6334699
"895",-83.1531452,42.5568774
"896",-84.4026547,42.2458522
"897",-83.3484221,42.2253108
"898",-84.006302,41.8912648
"899",-83.4192941,42.7351196
